Number of species	60
Number of genes	7209
Number of genes in orthogroups	7183
Number of unassigned genes	26
Percentage of genes in orthogroups	99.6
Percentage of unassigned genes	0.4
Number of orthogroups	186
Number of species-specific orthogroups	1
Number of genes in species-specific orthogroups	2
Percentage of genes in species-specific orthogroups	0.0
Mean orthogroup size	38.6
Median orthogroup size	56.0
G50 (assigned genes)	59
G50 (all genes)	59
O50 (assigned genes)	61
O50 (all genes)	61
Number of orthogroups with all species present	49
Number of single-copy orthogroups	48
Date	2025-01-14
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	137	73.7	4242	59.1
'1	49	26.3	2941	40.9
'2	0	0.0	0	0.0
'3	0	0.0	0	0.0
'4	0	0.0	0	0.0
'5	0	0.0	0	0.0
'6	0	0.0	0	0.0
'7	0	0.0	0	0.0
'8	0	0.0	0	0.0
'9	0	0.0	0	0.0
'10	0	0.0	0	0.0
11-15	0	0.0	0	0.0
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	1
2	3
3	56
4	1
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	0
23	0
24	1
25	0
26	1
27	0
28	1
29	0
30	1
31	1
32	0
33	0
34	0
35	0
36	1
37	0
38	1
39	1
40	0
41	0
42	1
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	3
53	3
54	3
55	6
56	18
57	19
58	1
59	13
60	49
