Number of species	70
Number of genes	8954
Number of genes in orthogroups	8470
Number of unassigned genes	484
Percentage of genes in orthogroups	94.6
Percentage of unassigned genes	5.4
Number of orthogroups	470
Number of species-specific orthogroups	35
Number of genes in species-specific orthogroups	130
Percentage of genes in species-specific orthogroups	1.5
Mean orthogroup size	18.0
Median orthogroup size	3.0
G50 (assigned genes)	57
G50 (all genes)	57
O50 (assigned genes)	67
O50 (all genes)	71
Number of orthogroups with all species present	17
Number of single-copy orthogroups	12
Date	2025-01-13
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	452	96.2	7203	85.0
'1	18	3.8	1267	15.0
'2	0	0.0	0	0.0
'3	0	0.0	0	0.0
'4	0	0.0	0	0.0
'5	0	0.0	0	0.0
'6	0	0.0	0	0.0
'7	0	0.0	0	0.0
'8	0	0.0	0	0.0
'9	0	0.0	0	0.0
'10	0	0.0	0	0.0
11-15	0	0.0	0	0.0
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	35
2	162
3	68
4	29
5	30
6	10
7	4
8	4
9	2
10	1
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	0
23	0
24	1
25	0
26	1
27	0
28	1
29	0
30	0
31	1
32	0
33	1
34	0
35	0
36	1
37	0
38	1
39	1
40	0
41	0
42	1
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	3
53	3
54	3
55	6
56	17
57	19
58	2
59	9
60	23
61	2
62	0
63	1
64	3
65	0
66	0
67	0
68	1
69	6
70	17
